N_obs,N_null,N_null_sd,zN,I_obs,I_null,I_null_sd,zI,ratio
0.04960309247648753,0.08435417902350582,0.008078856354783585,-4.301485881283403,0.38552996476878787,0.14474348110734256,0.023386875572993456,10.295795302366049,7.7722969581288455
